year,page_url,doc_url,filename,doc_type
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe74.xlsx,sbe74.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe75.pdf,sbe75.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe75.xlsx,sbe75.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe76.pdf,sbe76.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe76.xlsx,sbe76.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe77.pdf,sbe77.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe77.xlsx,sbe77.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe78.pdf,sbe78.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe78.xlsx,sbe78.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe79.pdf,sbe79.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe79.xlsx,sbe79.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe80.pdf,sbe80.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe80.xlsx,sbe80.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe81.pdf,sbe81.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe81.xlsx,sbe81.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe82.pdf,sbe82.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe82.xlsx,sbe82.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe83.pdf,sbe83.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe83.xlsx,sbe83.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe84.pdf,sbe84.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe84.xlsx,sbe84.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe85.pdf,sbe85.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe85.xlsx,sbe85.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe86.pdf,sbe86.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe86.xlsx,sbe86.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe87.pdf,sbe87.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe87.xlsx,sbe87.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe88.pdf,sbe88.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe88.xlsx,sbe88.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe89.pdf,sbe89.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe89.xlsx,sbe89.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe90.pdf,sbe90.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe90.xlsx,sbe90.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe91.pdf,sbe91.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe91.xlsx,sbe91.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe92.pdf,sbe92.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe92.xlsx,sbe92.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe93.pdf,sbe93.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe93.xlsx,sbe93.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe94.pdf,sbe94.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe94.xlsx,sbe94.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe95.pdf,sbe95.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe95.xlsx,sbe95.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe96.pdf,sbe96.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe96.xlsx,sbe96.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe97.pdf,sbe97.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe97.xlsx,sbe97.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe98.pdf,sbe98.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe98.xlsx,sbe98.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe99.pdf,sbe99.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe99.xlsx,sbe99.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe100.pdf,sbe100.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe100.xlsx,sbe100.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe101.pdf,sbe101.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe101.xlsx,sbe101.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe102.pdf,sbe102.pdf,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/sbe102.xlsx,sbe102.xlsx,expenditure_budget
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dgsum.pdf,dgsum.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/alldg.pdf,alldg.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/alldg.xlsx,alldg.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg1.pdf,dg1.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg1.xlsx,dg1.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg2.pdf,dg2.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg2.xlsx,dg2.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg3.pdf,dg3.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg3.xlsx,dg3.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg4.pdf,dg4.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg4.xlsx,dg4.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg5.pdf,dg5.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg5.xlsx,dg5.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg6.pdf,dg6.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg6.xlsx,dg6.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg7.pdf,dg7.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg7.xlsx,dg7.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg8.pdf,dg8.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg8.xlsx,dg8.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg9.pdf,dg9.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg9.xlsx,dg9.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg10.pdf,dg10.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg11.pdf,dg11.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg11.xlsx,dg11.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg12.pdf,dg12.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg12.xlsx,dg12.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg13.pdf,dg13.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg13.xlsx,dg13.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg14.pdf,dg14.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg14.xlsx,dg14.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg15.pdf,dg15.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg15.xlsx,dg15.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg16.pdf,dg16.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg16.xlsx,dg16.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg17.pdf,dg17.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg17.xlsx,dg17.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg18.pdf,dg18.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg18.xlsx,dg18.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg19.pdf,dg19.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg19.xlsx,dg19.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg20.pdf,dg20.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg20.xlsx,dg20.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg21.pdf,dg21.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg21.xlsx,dg21.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg22.pdf,dg22.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg22.xlsx,dg22.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg23.pdf,dg23.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg23.xlsx,dg23.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg24.pdf,dg24.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg24.xlsx,dg24.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg25.pdf,dg25.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg25.xlsx,dg25.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg26.pdf,dg26.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg26.xlsx,dg26.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg27.pdf,dg27.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg27.xlsx,dg27.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg28.pdf,dg28.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg28.xlsx,dg28.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg29.pdf,dg29.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg29.xlsx,dg29.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg30.pdf,dg30.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg30.xlsx,dg30.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg31.pdf,dg31.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg31.xlsx,dg31.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg32.pdf,dg32.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg32.xlsx,dg32.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg33.pdf,dg33.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg33.xlsx,dg33.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg34.pdf,dg34.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg34.xlsx,dg34.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg35.pdf,dg35.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg35.xlsx,dg35.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg36.pdf,dg36.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg36.xlsx,dg36.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg37.pdf,dg37.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg37.xlsx,dg37.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg38.pdf,dg38.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg38.xlsx,dg38.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg39.pdf,dg39.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg39.xlsx,dg39.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg40.pdf,dg40.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg40.xlsx,dg40.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg41.pdf,dg41.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg41.xlsx,dg41.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg42.pdf,dg42.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg42.xlsx,dg42.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg43.pdf,dg43.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg43.xlsx,dg43.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg44.pdf,dg44.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg44.xlsx,dg44.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg45.pdf,dg45.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg45.xlsx,dg45.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg46.pdf,dg46.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg46.xlsx,dg46.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg47.pdf,dg47.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg47.xlsx,dg47.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg48.pdf,dg48.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg48.xlsx,dg48.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg49.pdf,dg49.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg49.xlsx,dg49.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg50.pdf,dg50.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg50.xlsx,dg50.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg51.pdf,dg51.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg51.xlsx,dg51.xlsx,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg52.pdf,dg52.pdf,demands_for_grants
2024-2025,https://www.indiabudget.gov.in/budget2024-25/index.php,https://www.indiabudget.gov.in/budget2024-25/doc/eb/dg52.xlsx,dg52.xlsx,demands_for_grants
