year,page_url,pdf_url,filename,language
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/Infographics English.pdf,Infographics English.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/Infographics Hindi.pdf,Infographics Hindi.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/echapter.pdf,echapter.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/epreface.pdf,epreface.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap01.pdf,echap01.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap02.pdf,echap02.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap03.pdf,echap03.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap04.pdf,echap04.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap05.pdf,echap05.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap06.pdf,echap06.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap07.pdf,echap07.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap08.pdf,echap08.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap09.pdf,echap09.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap10.pdf,echap10.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap11.pdf,echap11.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap12.pdf,echap12.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/echap13.pdf,echap13.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/Statistical-Appendix-in-English.pdf,Statistical-Appendix-in-English.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.1.pdf,tab1.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.2.pdf,tab1.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.3.pdf,tab1.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.4.pdf,tab1.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.5.pdf,tab1.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.6.pdf,tab1.6.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.7.pdf,tab1.7.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.8.pdf,tab1.8.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.9.pdf,tab1.9.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.10a.pdf,tab1.10a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.10b.pdf,tab1.10b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.11a.pdf,tab1.11a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.11b.pdf,tab1.11b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.12.pdf,tab1.12.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.13.pdf,tab1.13.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.14.pdf,tab1.14.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.15.pdf,tab1.15.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.16.pdf,tab1.16.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.17.pdf,tab1.17.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.18.pdf,tab1.18.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.19.pdf,tab1.19.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.20.pdf,tab1.20.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.21.pdf,tab1.21.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.22.pdf,tab1.22.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.23.pdf,tab1.23.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.24.pdf,tab1.24.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.25a.pdf,tab1.25a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.25b.pdf,tab1.25b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.26.pdf,tab1.26.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.27a.pdf,tab1.27a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.27b.pdf,tab1.27b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.28.pdf,tab1.28.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.29.pdf,tab1.29.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.30.pdf,tab1.30.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.31.pdf,tab1.31.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.32.pdf,tab1.32.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.1.pdf,tab2.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.2.pdf,tab2.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.3.pdf,tab2.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.4.pdf,tab2.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.5.pdf,tab2.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.6.pdf,tab2.6.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.7.pdf,tab2.7.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.8.pdf,tab2.8.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab2.9.pdf,tab2.9.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.1.pdf,tab3.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.2.pdf,tab3.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.3.pdf,tab3.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.4.pdf,tab3.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.5.pdf,tab3.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.6.pdf,tab3.6.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.7.pdf,tab3.7.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.8.pdf,tab3.8.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab3.9.pdf,tab3.9.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab4.1.pdf,tab4.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab4.2.pdf,tab4.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab4.3.pdf,tab4.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab4.4.pdf,tab4.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab4.5.pdf,tab4.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.1a.pdf,tab5.1a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.1b.pdf,tab5.1b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.2.pdf,tab5.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.3a.pdf,tab5.3a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.3b.pdf,tab5.3b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.4.pdf,tab5.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab5.5.pdf,tab5.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.1a.pdf,tab6.1a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.1b.pdf,tab6.1b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.2a.pdf,tab6.2a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.2b.pdf,tab6.2b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.3a.pdf,tab6.3a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab1.pdf,tab1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.4a.pdf,tab6.4a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.4b.pdf,tab6.4b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.5.pdf,tab6.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab6.6.pdf,tab6.6.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.1a.pdf,tab7.1a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.1b.pdf,tab7.1b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.2a.pdf,tab7.2a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.2b.pdf,tab7.2b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.3a.pdf,tab7.3a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.3b.pdf,tab7.3b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab7.4.pdf,tab7.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.1.pdf,tab8.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.2.pdf,tab8.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.3.pdf,tab8.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.4.pdf,tab8.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.5.pdf,tab8.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.6.pdf,tab8.6.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.7.pdf,tab8.7.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.8.pdf,tab8.8.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.9a.pdf,tab8.9a.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.9b.pdf,tab8.9b.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.10.pdf,tab8.10.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.11.pdf,tab8.11.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.12.pdf,tab8.12.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.13.pdf,tab8.13.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.14.pdf,tab8.14.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.15.pdf,tab8.15.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.16.pdf,tab8.16.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.17.pdf,tab8.17.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab8.18.pdf,tab8.18.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab9.1.pdf,tab9.1.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab9.2.pdf,tab9.2.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab9.3.pdf,tab9.3.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab9.4.pdf,tab9.4.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/stat/tab9.5.pdf,tab9.5.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/hechapter.pdf,hechapter.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hepreface.pdf,hepreface.pdf,english
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap01.pdf,hechap01.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap02.pdf,hechap02.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap03.pdf,hechap03.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap04.pdf,hechap04.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap05.pdf,hechap05.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap06.pdf,hechap06.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap07.pdf,hechap07.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap08.pdf,hechap08.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap09.pdf,hechap09.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap10.pdf,hechap10.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap11.pdf,hechap11.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap12.pdf,hechap12.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/eschapter/hechap13.pdf,hechap13.pdf,hindi
2024-2025,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2025-26/economicsurvey/doc/Statistical-Appendix-in-Hindi.pdf,Statistical-Appendix-in-Hindi.pdf,hindi
2023-2024,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/doc/Infographics English.pdf,Infographics English.pdf,english
2023-2024,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/doc/Infographics Hindi.pdf,Infographics Hindi.pdf,hindi
2023-2024,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/index.php,https://www.indiabudget.gov.in/budget2024-25/economicsurvey/doc/echapter.pdf,echapter.pdf,english
